id,copas,gofres,bebidas,crepes,diaSemana,observacion,helados
6mWxDviwWGfOTnedsntw,[],[],[],[],domingo,,"[{'inicio': '14:24:22,153', 'fin': '14:24:33,126'}, {'inicio': '14:24:34,372', 'fin': '14:24:49,014'}, {'inicio': '14:24:49,590', 'fin': '14:25:20,783'}, {'inicio': '14:25:28,802', 'fin': '14:26:14,496'}]"
72qUIvh5YB9L9eeoNrZP,[],[],"[{'inicio': '14:56:20,560', 'fin': '14:59:48,092'}]",[],domingo,,[]
74hArtJGFLMhzGyL9qAO,[],[],[],[],domingo,,"[{'inicio': '11:48:23,024', 'fin': '11:48:28,703'}]"
75LEYko60n8CqNTYEauS,[],[],[],[],domingo,,"[{'inicio': '11:57:47,063', 'fin': '11:58:01,152'}, {'inicio': '11:58:02,518', 'fin': '11:58:30,886'}, {'inicio': '11:58:36,074', 'fin': '11:59:14,027'}, {'inicio': '11:59:19,045', 'fin': '11:59:55,020'}, {'inicio': '12:00:02,110', 'fin': '12:00:15,051'}]"
78RYCQO5Yq2GfcjOzZ62,"[{'inicio': '13:53:56,860', 'fin': '13:54:20,743'}]",[],[],[],sábado,,"[{'inicio': '13:53:49,982', 'fin': '13:54:18,829'}]"
7Ea3lz1pNl0kLIqj49pY,[],[],[],[],domingo,,"[{'inicio': '13:46:36,880', 'fin': '13:46:45,349'}, {'inicio': '13:46:47,709', 'fin': '13:47:00,829'}]"
7PjiZwgpCJb6gNZ1SAFj,[],[],[],[],domingo,Artesano,"[{'inicio': '13:45:59,284', 'fin': '13:47:28,613'}]"
7RjRDCIiBmmsF26UX52X,[],[],[],[],domingo,,"[{'inicio': '14:13:25,559', 'fin': '14:13:38,428'}]"
7YAdgEQuCeg8sjdIMraA,[],[],[],[],domingo,,"[{'inicio': '14:08:25,951', 'fin': '14:09:09,016'}]"
7bp7eEDCg6ZxBLOUDJzZ,[],"[{'inicio': '14:08:48,934', 'fin': '14:10:20,537'}]",[],[],sábado,,[]
7ibktCTajXUWa2hLvFvp,"[{'inicio': '14:37:58,195', 'fin': '14:38:16,917'}]",[],[],[],domingo,,[]
7x3ZBfrdBXkKuvq56PRs,[],[],[],[],domingo,!Llego una cuarta persona,"[{'inicio': '13:35:54,461', 'fin': '13:36:04,587'}, {'inicio': '13:36:05,497', 'fin': '13:36:20,911'}, {'inicio': '13:36:21,852', 'fin': '13:36:28,767'}, {'inicio': '13:36:35,724', 'fin': '13:36:45,089'}, {'inicio': '13:36:50,437', 'fin': '13:37:04,810'}]"
7zyBqTX0fWpeICCdX2tf,[],"[{'inicio': '13:30:58,415', 'fin': '13:32:35,927'}]",[],[],domingo,,"[{'inicio': '13:29:57,955', 'fin': '13:30:12,738'}, {'inicio': '13:30:19,498', 'fin': '13:30:53,145'}]"
8PMw8UuYw8jyKNAVnPwd,[],[],[],[],viernes,,"[{'inicio': '13:53:47,219', 'fin': '13:54:00,937'}]"
8V1Bfp6b4N1Y0Rlm0xpe,"[{'inicio': '13:44:07,909', 'fin': '13:44:41,775'}]",[],[],[],sábado,,"[{'inicio': '13:42:46,483', 'fin': '13:44:07,060'}]"
8nr9rTWXW4obH1VWzZF9,[],[],[],[],sábado,,"[{'inicio': '12:38:06,515', 'fin': '12:38:30,390'}, {'inicio': '12:38:32,222', 'fin': '12:38:52,841'}, {'inicio': '12:38:53,606', 'fin': '12:39:18,363'}]"
8pwr55UAoGc77MyleN8y,[],[],[],[],viernes,,"[{'inicio': '13:12:03,010', 'fin': '13:13:40,068'}]"
8vMXW25RrRvBzWSLaYRH,[],[],[],[],domingo,,"[{'inicio': '14:56:02,544', 'fin': '14:56:18,034'}]"
8wvWAXSLUc6ZEMmCRd9z,[],[],[],[],sábado,,"[{'inicio': '12:13:40,181', 'fin': '12:15:02,182'}]"
8xM0629ouyI5ED4iv0aS,[],[],[],[],domingo,,"[{'inicio': '13:21:47,373', 'fin': '13:22:34,915'}]"
9BqtusxzKklRUAI1wEKK,[],[],[],[],domingo,Artesano,"[{'inicio': '11:52:06,411', 'fin': '11:53:33,143'}]"
9ERi6YragvhunWFcmSNj,[],"[{'inicio': '14:26:31,905', 'fin': '14:31:06,025'}]",[],[],viernes,,[]
9G7r7SCiRJ6MdKkVvVQZ,[],[],[],[],viernes,,"[{'inicio': '13:34:44,775', 'fin': '13:35:06,612'}, {'inicio': '13:35:45,155', 'fin': '13:36:04,454'}]"
9HmCKOD5BvSVTf4sJPRt,[],[],[],[],sábado,,"[{'inicio': '13:47:24,875', 'fin': '13:47:51,436'}]"
9Md7kinGzcsUZ0iEGHTe,[],[],[],[],sábado,,"[{'inicio': '14:15:28,779', 'fin': '14:15:55,277'}]"
9YCA83PWvOfIHufqxT5y,"[{'inicio': '14:30:41,966', 'fin': '14:31:26,413'},{'inicio': '14:31:26,413', 'fin': '14:32:26,413'},{'inicio': '14:32:26,413', 'fin': '14:33:26,413'},{'inicio': '14:33:26,413', 'fin': '14:34:26,413'}]",[],[],[],domingo,!4 copas,[]
9bJL5NFX8ZnfXbgZ8CnN,[],[],[],[],domingo,Segundo es un artesano,"[{'inicio': '12:56:43,072', 'fin': '12:56:54,071'}, {'inicio': '12:56:55,965', 'fin': '12:59:23,796'}]"
9exrWfTMGiepQQJo0t6K,"[{'inicio': '14:19:27,988', 'fin': '14:20:34,472'}]",[],[],[],viernes,,[]
9jWwtEMIXhgW8inRq8bq,[],[],[],[],domingo,,"[{'inicio': '14:58:01,520', 'fin': '14:58:17,810'}]"
9lxF5DaK163dXZYkybFv,[],[],[],[],domingo,,"[{'inicio': '13:49:31,264', 'fin': '13:49:42,620'}, {'inicio': '13:49:43,675', 'fin': '13:49:50,325'}]"
9sxYeXtRPJFfkUZnEKUD,"[{'inicio': '13:08:29,734', 'fin': '13:10:40,455'}]",[],[],[],sábado,,[]
ACEbCbU7edSB0Ns5HKQB,[],[],[],"[{'inicio': '13:00:40,224', 'fin': '13:10:31,251'}, {'inicio': '13:11:31,410', 'fin': '13:15:26,109'}]",domingo,,[]
ADrKWcHv0n70UZIxhIlH,[],[],[],[],viernes,,"[{'inicio': '12:45:23,267', 'fin': '12:45:52,296'}]"
AHKgdMc0mamf1Vx42yTi,[],[],[],[],sábado,,"[{'inicio': '13:44:59,278', 'fin': '13:45:08,494'}, {'inicio': '13:45:09,611', 'fin': '13:45:19,880'}]"
ALAdHU4fqaNqeO4lWU7D,[],[],[],[],domingo,,"[{'inicio': '15:03:02,277', 'fin': '15:03:15,115'}]"
AT8UmDnWAC5f9IFtczNy,[],[],[],[],sábado,,"[{'inicio': '12:07:41,139', 'fin': '12:08:00,018'}]"
AcG9s2EW27Xfch7uBCvC,[],[],[],[],domingo,,"[{'inicio': '14:31:59,252', 'fin': '14:32:12,853'}, {'inicio': '14:32:13,967', 'fin': '14:32:23,893'}, {'inicio': '14:32:24,411', 'fin': '14:32:37,675'}, {'inicio': '14:32:38,248', 'fin': '14:32:49,123'}]"
AkGes53pzYdgSAbecvI4,"[{'inicio': '14:31:43,369', 'fin': '14:33:46,082'}]",[],[],[],sábado,,[]
AlUJAMn7ywYdoeTP1Atd,[],[],[],[],sábado,,"[{'inicio': '13:37:12,361', 'fin': '13:37:52,798'}, {'inicio': '13:37:53,731', 'fin': '13:38:05,800'}, {'inicio': '13:38:09,351', 'fin': '13:38:27,690'}]"
AtwoHeSnjiqfE8fFtzIa,[],[],[],"[{'inicio': '14:24:28,469', 'fin': '14:27:43,451'}]",domingo,,[]
B0jo3qFEkpgupbndaLBs,[],[],[],[],sábado,,"[{'inicio': '13:48:02,779', 'fin': '13:48:27,347'}]"
B320KrJReXi7ANdhvi9o,"[{'inicio': '14:44:32,536', 'fin': '14:48:46,242'}]",[],[],[],viernes,Artesano ,[]
B6Lcah3CdYdkVvmcHVWR,[],[],[],[],domingo,,"[{'inicio': '13:20:05,586', 'fin': '13:20:12,715'}, {'inicio': '13:20:31,132', 'fin': '13:20:37,503'}, {'inicio': '13:20:38,504', 'fin': '13:20:47,804'}]"
B767K5PKzAQmfEfcAuxc,[],"[{'inicio': '12:59:29,322', 'fin': '13:06:08,020'}]",[],[],sábado,,[]
BAFPflwHMbR4xTy5b7Rv,[],[],[],[],sábado,,"[{'inicio': '13:58:48,013', 'fin': '13:58:52,945'}]"
BIxShdFL4tHly7S3RSNF,[],[],[],[],domingo,,"[{'inicio': '14:25:49,733', 'fin': '14:26:08,595'}, {'inicio': '14:26:11,333', 'fin': '14:26:43,898'}]"
BNHBipUKsq5Sh3e0Auod,[],[],[],[],viernes,,"[{'inicio': '15:01:31,483', 'fin': '15:01:52,819'}]"
BPtA5ZzssdJUKbq2lYBG,[],[],[],[],domingo,,"[{'inicio': '14:27:09,027', 'fin': '14:27:18,731'}, {'inicio': '14:27:20,218', 'fin': '14:28:01,253'}]"
BThNpgqY47W7KelhHQ74,[],[],[],[],viernes,,"[{'inicio': '13:11:21,384', 'fin': '13:13:37,217'}]"
BW5rso5ONQZfqEmhT5Ji,[],[],[],[],domingo,,"[{'inicio': '14:45:30,274', 'fin': '14:45:56,481'}]"
Bc8wfKQxzg9mU7FYEn2Q,[],[],[],[],domingo,,"[{'inicio': '14:14:30,744', 'fin': '14:14:38,439'}, {'inicio': '14:14:39,002', 'fin': '14:14:58,875'}, {'inicio': '14:14:59,883', 'fin': '14:15:22,497'}, {'inicio': '14:15:23,331', 'fin': '14:15:44,622'}]"
BrcFL8FE3EYtVjTt1MC3,[],[],[],[],domingo,,"[{'inicio': '13:21:59,579', 'fin': '13:22:15,912'}]"
Bryz3f7yzD0cnd2Ds3kc,[],[],[],[],sábado,,"[{'inicio': '13:41:16,741', 'fin': '13:41:42,858'}]"
BsDlooaFMxcsUxfmHTgQ,[],[],[],[],sábado,,"[{'inicio': '14:00:19,905', 'fin': '14:00:23,199'}]"
C7pB54wPj6soPonmZnwn,"[{'inicio': '11:50:27,197', 'fin': '11:51:04,218'}]",[],[],[],domingo,,[]
CB4TSQwVlZCB2s8bv4l6,"[{'inicio': '11:45:52,300', 'fin': '11:46:36,686'}]",[],[],[],domingo,,[]
CBKMTlzgLenrdJfFKgTM,[],[],[],[],domingo,,"[{'inicio': '12:59:29,747', 'fin': '12:59:54,658'}, {'inicio': '12:59:56,654', 'fin': '13:00:08,818'}]"
CHVzOUtJQJczUd0jPlpL,[],[],"[{'inicio': '13:55:15,942', 'fin': '13:55:56,112'}]",[],sábado,,[]
CIkNA8kn3APgVcREl3Ec,"[{'inicio': '14:34:26,761', 'fin': '14:35:36,761'},{'inicio': '14:35:36,761', 'fin': '14:37:2,761'},{'inicio':'14:37:2,761', 'fin': '14:39:21,390'}]",[],[],[],domingo,!Tres copas ,[]
CUIyPyrMa190xXzLgqcL,[],[],[],[],domingo,,"[{'inicio': '13:20:45,693', 'fin': '13:21:07,364'}]"
CVD6qZJZLoPrwGcOt8sr,[],[],[],[],viernes,,"[{'inicio': '14:43:16,120', 'fin': '14:43:43,530'}]"
CjCO50A968JMlVVUg9f5,[],[],[],[],domingo,,"[{'inicio': '11:50:48,034', 'fin': '11:50:57,906'}]"
Cphm1fmlrbFjx6cYV4yV,[],[],[],[],sábado,,"[{'inicio': '13:44:20,445', 'fin': '13:44:34,754'}]"
Cpm84VwzoPZD3VKdICC5,[],[],[],[],domingo,,"[{'inicio': '13:49:06,568', 'fin': '13:49:26,956'}, {'inicio': '13:49:47,032', 'fin': '13:49:51,549'}]"
D11qd6P20BfGKwl0Pq3F,[],[],[],[],viernes,,"[{'inicio': '13:42:21,305', 'fin': '13:42:40,419'}]"
D153PDFLNnPnNv4bfhHz,"[{'inicio': '15:00:45,835', 'fin': '15:02:46,987'}]",[],[],[],domingo,,[]
D8EqWJkbOieel35xr3bh,"[{'inicio': '12:58:59,351', 'fin': '12:59:13,071'}, {'inicio': '12:59:13,815', 'fin': '12:59:28,949'}]",[],[],[],domingo,,"[{'inicio': '12:59:29,621', 'fin': '12:59:43,566'}, {'inicio': '12:59:44,191', 'fin': '13:00:01,262'}, {'inicio': '13:00:03,125', 'fin': '13:00:18,751'}]"
DCGrmAbSyj9dxlCD8KFF,[],[],[],[],sábado,Artesano ,"[{'inicio': '12:19:25,187', 'fin': '12:21:40,287'}]"
DM6W5qSTaz1JKndNDxzw,[],[],[],[],domingo,,"[{'inicio': '14:11:23,450', 'fin': '14:11:31,711'}]"
DgWXigTNcs5NHSmLSOBo,"[{'inicio': '13:56:37,878', 'fin': '13:57:42,462'}]",[],[],[],domingo,,[]
DmqqqYw0wtDTXvXrdSTk,"[{'inicio': '13:34:58,780', 'fin': '13:36:10,458'}, {'inicio': '13:37:20,825', 'fin': '13:40:01,358'}]",[],"[{'inicio': '13:36:33,249', 'fin': '13:37:13,647'}]",[],viernes,,"[{'inicio': '13:37:59,906', 'fin': '13:39:00,127'}]"
E5UqKxGyosvLkOLCncis,[],[],[],[],sábado,,"[{'inicio': '12:54:49,689', 'fin': '12:55:15,753'}]"
EF5H3GQXUWu5eogqMq0C,[],[],[],"[{'inicio': '14:50:31,538', 'fin': '14:54:43,476'}]",domingo,,[]
EGe6ZJEmAZmqBdjlkcK7,"[{'inicio': '14:54:09,732', 'fin': '14:55:19,180'}]",[],[],[],viernes,,[]
EHVEVHUVRxm4sCRO8sxx,[],[],[],[],domingo,,"[{'inicio': '15:00:48,115', 'fin': '15:01:21,160'}]"
EIc60JTFh92Vv6elQUGm,"[{'inicio': '14:22:13,269', 'fin': '14:22:57,058'}]",[],[],[],sábado,,"[{'inicio': '14:22:06,402', 'fin': '14:22:26,280'}]"
EMOk4w5y3Gt6m7Dk8FEa,"[{'inicio': '14:34:18,349', 'fin': '14:35:19,643'}]",[],[],[],viernes,,[]
EgDBOa4ylIoPBkmQkw8d,"[{'inicio': '14:29:40,040', 'fin': '14:32:44,305'}]",[],[],[],domingo,,[]
EjV9X2OQbWTAsA1rllmE,[],[],[],[],domingo,,"[{'inicio': '14:12:22,636', 'fin': '14:12:52,185'}, {'inicio': '14:13:01,758', 'fin': '14:13:11,667'}, {'inicio': '14:13:14,420', 'fin': '14:13:34,440'}]"
Eyu7dWj2dd3ep478ZtV8,"[{'inicio': '13:12:29,540', 'fin': '13:13:40,029'}]",[],[],[],sábado,,[]
FQSmuoI5WaAPbIqCQnWL,[],[],[],[],sábado,,"[{'inicio': '14:22:41,950', 'fin': '14:23:22,024'}]"
FSfytIxdf02VJJlirEE4,[],[],[],"[{'inicio': '14:12:02,102', 'fin': '14:15:16,291'}]",sábado,,[]
FVjbbaW4bMvLAsBza0WO,[],[],[],[],sábado,,"[{'inicio': '14:32:04,489', 'fin': '14:32:28,108'}]"
FbfB0A11t7I43l6H435f,[],[],[],[],domingo,,"[{'inicio': '15:07:43,787', 'fin': '15:08:21,176'}]"
FgP6hxKjx7PBBN0xK3Pj,[],[],[],[],viernes,,"[{'inicio': '14:48:53,767', 'fin': '14:49:10,377'}]"
FifOW3Pfun4nquMv4VCx,[],[],[],"[{'inicio': '14:07:29,519', 'fin': '14:10:26,466'}]",sábado,,[]
FkF2CWyWSvr6K8lefC6D,[],[],[],[],sábado,,"[{'inicio': '13:40:18,143', 'fin': '13:40:37,910'}, {'inicio': '13:40:39,003', 'fin': '13:40:59,090'}]"
FkrsrcZ0krX2iuDGWdwm,[],[],[],[],domingo,,"[{'inicio': '13:04:19,356', 'fin': '13:04:49,311'}, {'inicio': '13:04:55,948', 'fin': '13:05:18,990'}, {'inicio': '13:05:29,389', 'fin': '13:05:42,706'}]"
FouO6idmOrG4KZKNptH2,[],[],[],[],domingo,,"[{'inicio': '14:47:09,997', 'fin': '14:47:52,198'}, {'inicio': '14:47:53,055', 'fin': '14:48:01,115'}, {'inicio': '14:48:03,521', 'fin': '14:48:31,946'}, {'inicio': '14:48:35,431', 'fin': '14:48:44,255'}, {'inicio': '14:48:47,124', 'fin': '14:48:55,876'}, {'inicio': '14:49:06,498', 'fin': '14:49:21,765'}, {'inicio': '14:49:23,467', 'fin': '14:49:52,518'}]"
G0y7gyNYpoLa9i6A9EAW,"[{'inicio': '12:13:14,514', 'fin': '12:16:49,554'}]",[],"[{'inicio': '12:15:24,246', 'fin': '12:19:06,255'}]",[],domingo,Son 2 copas,[]
GVgagxRRGkJTihOU03zr,"[{'inicio': '13:55:12,363', 'fin': '13:55:38,537'}]",[],[],[],sábado,,"[{'inicio': '13:55:25,685', 'fin': '13:55:49,438'}]"
GfXdGYMFRzzJSQX0Cszh,[],[],[],[],domingo,,"[{'inicio': '12:06:55,410', 'fin': '12:07:17,474'}]"
GglM0EW7GQdhsakVwdwo,[],[],[],[],viernes,,"[{'inicio': '14:02:38,600', 'fin': '14:03:11,443'}]"
Gls6OWeRJiktejyZQede,[],"[{'inicio': '13:48:08,325', 'fin': '13:55:01,293'}, {'inicio': '13:55:02,490', 'fin': '13:56:58,639'}]",[],[],domingo,Unir los dos tiempos de gofre,"[{'inicio': '13:48:42,991', 'fin': '13:49:20,705'}]"
H8Upu0wzvsv3iGgDu6tH,[],[],[],[],domingo,,"[{'inicio': '14:37:35,296', 'fin': '14:37:37,166'}, {'inicio': '14:37:38,767', 'fin': '14:38:26,370'}]"
HEmMeFVC6zK5ylvyc6A9,[],[],[],[],domingo,,"[{'inicio': '14:04:45,093', 'fin': '14:04:50,828'}, {'inicio': '14:04:51,902', 'fin': '14:04:55,333'}, {'inicio': '14:04:56,291', 'fin': '14:05:11,615'}, {'inicio': '14:05:20,392', 'fin': '14:05:28,760'}, {'inicio': '14:05:29,526', 'fin': '14:05:35,829'}]"
HFqu2PHTYQh9KZs0Pm0s,[],[],[],[],domingo,,"[{'inicio': '13:36:37,978', 'fin': '13:36:47,155'}, {'inicio': '13:36:53,322', 'fin': '13:36:57,664'}, {'inicio': '13:37:13,793', 'fin': '13:37:20,777'}, {'inicio': '13:37:46,062', 'fin': '13:37:50,032'}]"
HpYaXIdjnNfsKV0L8crW,[],[],[],[],domingo,Artesano,"[{'inicio': '13:39:35,277', 'fin': '13:42:21,435'}]"
IAsw4Ddu0JvcseD3YbFM,[],[],[],[],viernes,,"[{'inicio': '13:27:38,227', 'fin': '13:27:55,375'}]"
IORaGu3IY5kWhmih1vPQ,[],[],[],[],domingo,,"[{'inicio': '13:10:08,241', 'fin': '13:11:22,261'}]"
IS0Y7aGjnxmkun63kHpX,[],[],[],[],domingo,,"[{'inicio': '14:17:58,971', 'fin': '14:18:07,415'}, {'inicio': '14:18:09,758', 'fin': '14:18:26,324'}, {'inicio': '14:18:28,207', 'fin': '14:18:44,554'}]"
IXUp0T8xTEcaUMMY0iFb,[],[],[],[],domingo,,"[{'inicio': '15:03:29,440', 'fin': '15:04:41,990'}, {'inicio': '15:04:46,516', 'fin': '15:05:32,975'}]"
IgmXoFYNWxkgytwYN5VZ,[],[],[],[],domingo,,"[{'inicio': '12:43:26,718', 'fin': '12:43:33,579'}, {'inicio': '12:43:34,055', 'fin': '12:43:38,587'}]"
Ik4HGXDfTPo5HH88Ntli,[],[],[],[],domingo,,"[{'inicio': '14:02:15,644', 'fin': '14:02:30,639'}, {'inicio': '14:02:38,494', 'fin': '14:02:51,507'}, {'inicio': '14:02:52,819', 'fin': '14:03:00,269'}]"
IkJeIdfRAwWU2RKB9R0q,[],"[{'inicio': '14:42:37,721', 'fin': '14:44:08,285'}]",[],[],domingo,,[]
IvyBnUeRSls2n9dZAifV,[],[],[],[],domingo,,"[{'inicio': '14:00:55,351', 'fin': '14:01:38,296'}, {'inicio': '14:01:39,735', 'fin': '14:02:31,504'}]"
IzD6GNULfTlSNou337Oh,[],[],[],[],viernes,,"[{'inicio': '13:53:11,608', 'fin': '13:53:42,652'}]"
J7rIiKuMtBcTVSBYGWyT,[],[],[],[],domingo,,"[{'inicio': '13:53:14,816', 'fin': '13:53:30,712'}]"
JF29BkCGEVh1qrFiZPJF,"[{'inicio': '13:31:24,783', 'fin': '13:32:31,344'}]",[],[],[],viernes,,[]
JOuynJv3QvMvqEDjXj7i,[],[],[],[],viernes,,"[{'inicio': '14:19:48,541', 'fin': '14:20:14,500'}]"
JSsrTQVyHLy5cg5gz0ph,"[{'inicio': '13:06:45,043', 'fin': '13:10:42,132'}]",[],[],[],sábado,,[]
JSz70xVr6aaOhlQhHi0n,[],[],"[{'inicio': '14:17:26,887', 'fin': '14:17:54,490'}]","[{'inicio': '14:13:20,296', 'fin': '14:17:51,016'}]",viernes,,[]
JSzidwwD9dg6sEJhXYUd,"[{'inicio': '13:08:52,860', 'fin': '13:10:07,387'}]",[],[],[],viernes,,[]
JaqbLAmmX8ypXuD1Jw9h,"[{'inicio': '14:00:55,475', 'fin': '14:02:12,760'}]",[],[],[],domingo,,[]
JotU7zjrCwjUHAHpj5dQ,[],[],[],[],sábado,,"[{'inicio': '12:24:57,065', 'fin': '12:25:05,798'}]"
JsH6wTAfdMjqTwScVITW,[],"[{'inicio': '12:59:25,270', 'fin': '13:04:50,796'}]",[],[],viernes,,[]
JzYvj74hze0aq4rZ0oUW,[],[],[],[],sábado,,"[{'inicio': '13:41:45,418', 'fin': '13:41:50,966'}]"
K7WpWwg8lOGcxYTYy2Rg,"[{'inicio': '14:03:05,195', 'fin': '14:04:25,043'},{'inicio': '14:04:25,043', 'fin': '14:05:45,043'},{'inicio': '14:05:45,043', 'fin': '14:07:25,043'}]",[],[],[],domingo,!Son tres  copas ,[]
KBS1AiPghMdAMJUc66La,[],"[{'inicio': '13:48:24,585', 'fin': '13:56:34,195'}]",[],[],viernes,,"[{'inicio': '13:49:02,080', 'fin': '13:49:44,305'}]"
KZCCLar8za9FEiztxBU4,"[{'inicio': '15:01:28,610', 'fin': '15:01:59,974'}]",[],[],[],domingo,,[]
KsX1rKWiGHK1cqvKJ9mi,[],[],[],[],viernes,,"[{'inicio': '13:18:01,643', 'fin': '13:18:19,507'}]"
L37Bt0cvbOWvpIvyj2XS,"[{'inicio': '13:31:19,847', 'fin': '13:34:06,784'}]",[],[],[],domingo,,"[{'inicio': '13:34:15,049', 'fin': '13:34:29,038'}, {'inicio': '13:34:30,064', 'fin': '13:34:58,859'}]"
LC2pfyqIkFwdRgsumVJt,[],"[{'inicio': '14:28:11,470', 'fin': '14:33:54,010'}]",[],[],domingo,,[]
LGWg7vApdda6iO7yOMYQ,[],[],[],[],sábado,,"[{'inicio': '12:31:34,236', 'fin': '12:32:56,117'}]"
LQifOdsYpZnrt1Nu762V,[],[],[],[],viernes,,"[{'inicio': '13:14:35,549', 'fin': '13:15:08,027'}]"
LdbNr4k4JB6cmSYpNX3j,[],[],[],[],domingo,,"[{'inicio': '14:47:27,933', 'fin': '14:47:36,087'}, {'inicio': '14:47:38,296', 'fin': '14:47:44,616'}]"
Lf6yFmEscPTCX49Akka8,[],[],[],[],domingo,,"[{'inicio': '12:44:25,389', 'fin': '12:44:56,880'}, {'inicio': '12:44:57,502', 'fin': '12:45:25,132'}]"
LqLZy5OsoRzM3smGKcme,[],[],[],[],viernes,,"[{'inicio': '13:33:57,365', 'fin': '13:34:13,227'}]"
LsYubQTpaeKofyHHA1aY,[],[],[],[],sábado,,"[{'inicio': '14:30:51,184', 'fin': '14:31:37,074'}]"
LzAJh55jO1hAoqGBEM3g,"[{'inicio': '13:39:49,460', 'fin': '13:42:44,673'}]",[],[],[],sábado,,[]
MBALmcvtwdVC5uaTXqip,"[{'inicio': '14:27:58,993', 'fin': '14:30:01,932'}]",[],[],[],sábado,,[]
MGQr4OFdO06e0IcLQihA,[],"[{'inicio': '14:43:13,090', 'fin': '14:44:05,186'}]",[],[],domingo,,[]
MGqXCT6x27HANl3tYB6i,[],[],[],[],domingo,,"[{'inicio': '13:38:57,705', 'fin': '13:39:13,835'}, {'inicio': '13:39:14,572', 'fin': '13:39:19,799'}]"
MHQkhvbklD4uAug7WulX,[],[],[],[],domingo,,"[{'inicio': '14:16:04,717', 'fin': '14:16:26,253'}, {'inicio': '14:16:27,605', 'fin': '14:16:47,987'}, {'inicio': '14:16:48,598', 'fin': '14:17:23,997'}]"
MJiusQPnjHov8mktooAp,[],[],[],[],domingo,,"[{'inicio': '15:02:31,651', 'fin': '15:02:56,429'}]"
MOWhwnWK1KT3vdI8jwYg,[],[],[],[],sábado,Artesano,"[{'inicio': '13:31:07,813', 'fin': '13:33:24,880'}]"
MVzJyCnpd9Mky4bUcijX,[],[],"[{'inicio': '14:28:55,283', 'fin': '14:30:57,791'}]",[],domingo,,[]
MetmVYXzR8mVZ02vuBxn,[],[],[],[],viernes,,"[{'inicio': '13:22:03,021', 'fin': '13:22:32,908'}]"
MkJNckM8DxXEZVQlIbzN,[],[],[],[],domingo,,"[{'inicio': '14:46:25,911', 'fin': '14:46:54,230'}, {'inicio': '14:46:54,638', 'fin': '14:46:58,900'}]"
MqFxn9suUUHFz2owDDnX,[],[],[],[],sábado,,"[{'inicio': '13:58:23,154', 'fin': '13:58:35,534'}]"
Mxcoq1CEdm0ZK68N0tIl,[],[],[],[],sábado,,"[{'inicio': '13:22:01,410', 'fin': '13:22:27,535'}]"
MzaB2Hu2US8a36Jwq977,[],[],"[{'inicio': '13:34:55,931', 'fin': '13:36:29,549'},{'inicio': '13:36:29,549', 'fin': '13:39:29,549'}]",[],domingo,!Dos malteadas ,[]
N52mRQSp9NyhQCzhvPIa,[],[],[],[],domingo,,"[{'inicio': '14:31:10,791', 'fin': '14:31:30,534'}]"
NEM2fGrHvgIsRUzlEaNE,[],[],[],[],domingo,Artesano,"[{'inicio': '13:45:11,808', 'fin': '13:47:00,130'}]"
NNuh75jI3m0RRAmgubub,[],[],[],[],domingo,,"[{'inicio': '13:32:46,069', 'fin': '13:32:56,688'}, {'inicio': '13:32:57,148', 'fin': '13:33:07,715'}, {'inicio': '13:33:15,007', 'fin': '13:33:20,932'}, {'inicio': '13:33:24,633', 'fin': '13:33:54,789'}, {'inicio': '13:34:03,637', 'fin': '13:34:10,562'}]"
NOjllfxLDx0tY4d8EGzZ,[],[],[],[],sábado,,"[{'inicio': '12:08:03,174', 'fin': '12:08:31,675'}, {'inicio': '12:08:35,089', 'fin': '12:08:47,670'}]"
NRJF1LOITN7xAPyASUf7,"[{'inicio': '13:59:34,558', 'fin': '14:00:11,080'}]",[],[],[],sábado,Copa,[]
NRvTrWUb85s80DSAbJwN,[],[],[],[],viernes,,"[{'inicio': '15:01:59,284', 'fin': '15:02:16,871'}]"
NawEML1wrQCjXIJICP8S,[],[],[],[],domingo,,"[{'inicio': '14:24:24,407', 'fin': '14:24:51,686'}, {'inicio': '14:24:52,406', 'fin': '14:25:33,454'}]"
NbLZLA67bh60ISwHJQQo,[],[],[],[],sábado,,"[{'inicio': '14:39:40,736', 'fin': '14:40:09,509'}]"
NjO2LjQRvBgx41qoeJ6M,[],[],[],[],domingo,,"[{'inicio': '13:23:06,777', 'fin': '13:23:43,796'}]"
O3ycU6s6T5zMNl1sGuy9,[],[],[],[],sábado,,"[{'inicio': '12:13:06,706', 'fin': '12:13:33,818'}]"
OHY3NcNihiUvwQkm4nKP,[],[],[],[],domingo,Artesano ,"[{'inicio': '14:58:38,463', 'fin': '15:00:06,004'}]"
OhhPCK8A3dlVsjYWVv0B,[],[],[],[],domingo,,"[{'inicio': '14:47:14,715', 'fin': '14:47:46,007'}]"
OsQrkgJLCbbH1kSmgbK1,[],[],[],[],domingo,,"[{'inicio': '13:13:54,514', 'fin': '13:14:18,655'}, {'inicio': '13:14:25,303', 'fin': '13:14:31,443'}, {'inicio': '13:14:32,606', 'fin': '13:14:43,861'}, {'inicio': '13:14:46,487', 'fin': '13:15:12,341'}]"
OvlHIlBVFHGwfbjlaxRw,[],"[{'inicio': '14:53:50,821', 'fin': '14:54:26,903'},{'inicio': '14:54:26,903', 'fin': '14:58:26,903'}]",[],[],domingo,!2 gofres,[]
