id,diaSemana,arribo,inicioAtencionCaja,finPedido,finPago,metodoPago,observacion
IyHe4wyfQUHVH4nKVKsQ,sábado,"14:48:26,525","14:50:18,546","14:50:48,052","14:51:01,239",Tarjeta,
BaNdHBtER04kMC8DJz84,sábado,"13:17:14,521","13:17:43,043","13:18:17,055","13:18:26,177",Tarjeta,
BjcqXWiEPQNpdKUhUdnP,sábado,"13:49:22,541","13:54:26,943","13:54:52,361","13:59:47,057",Tarjeta,"La señora cogio el datáfono y lo manipuló ella, no la cajera y aparte se volvió a dañar jajajaja. Se dañó una segunda vez y la señora terminó pagando después mientras llamaba a alguien "
C4jaMWBFv4bWyQXqab1L,sábado,"13:08:53,230","13:12:46,262","13:13:19,883","13:13:33,328",efectivo,
C4nLjSdlCnVX2W0TzzCn,sábado,"13:13:17,366","13:14:31,044","13:14:46,138","13:15:02,200",Tarjeta,
tMxC0CUEywJXvLBp7ya6,sábado,"14:34:32,996","14:36:36,038","14:36:45,502","14:37:04,647",Tarjeta,
CNR6I74ofFHGRPXp8fgD,sábado,"13:14:02,288","13:14:36,862","13:14:45,420","13:14:58,902",efectivo,
CSrXbOed9xALaLMejDfI,sábado,"14:16:35,824","14:16:37,061","14:16:42,970","14:17:25,424",Tarjeta,
CTADy7klCX0IwspsQcJE,sábado,"14:44:18,872","14:45:02,966","14:45:07,913","14:45:17,803",Tarjeta,
3Tawoq687kmGkcKDDNz6,sábado,"13:30:43,006","13:31:52,134","13:32:06,010","13:32:33,097",Tarjeta,
CYlgSMewZT82QB9dOf4F,sábado,"13:01:32,293","13:01:55,253","13:02:43,502","13:03:15,898",Tarjeta,Hay tres en cocina. Al parecer se daño el datafono
CfNTGnv0aYlV7FmNbZjc,sábado,"14:06:22,227","14:07:32,969","14:08:31,668","14:08:39,361",efectivo,
3M7TJn8o0HbaRbcOOlh1,sábado,"11:35:12,475","11:36:15,269","11:36:34,741","11:37:08,183",efectivo,Hay dos en cocina
CfcbL08jTXOeP4fFLPrp,sábado,"14:38:09,671","14:38:19,871","14:38:37,863","14:39:22,601",efectivo,
sz3vnTypMXyOYMscrrXR,sábado,"14:15:17,971","14:15:19,797","14:15:38,085","14:15:44,653",efectivo,La cajera le esta
tYymxJ8985QfM2YCVnmY,sábado,"13:13:13,601","13:13:59,826","13:14:15,304","13:14:28,410",efectivo,
stSCrNSwNLDJ01bvqcLj,sábado,"14:25:53,369","14:26:53,911","14:27:02,603","14:27:18,579",efectivo,
D5eMFbQXFnZNLO0dmyyy,sábado,"13:21:22,243","13:22:08,710","13:22:45,148","13:22:46,723",Tarjeta,El perro de la cliente casi hace caer al siguiente cliente 
D6yEwD3zgewWscm4C8T7,sábado,"12:37:54,956","12:37:57,376","12:38:09,637","12:38:21,183",efectivo,
spt2Aqb0vHpUDbnQKT9j,sábado,"13:05:10,617","13:09:36,886","13:09:40,490","13:09:58,616",Tarjeta,
DOdTbBLdSSrImBCzBxjq,sábado,"12:13:29,767","12:13:31,821","12:13:46,041","12:14:21,625",efectivo,
xuIWldpyrD30fTQtNc61,sábado,"13:42:00,857","13:42:09,416","13:42:26,210","13:42:34,932",Tarjeta,
DSnerjmuG2IL4U3tLkrM,sábado,"12:52:18,029","12:52:45,783","12:53:03,380","12:53:29,219",Tarjeta,
soZrprhKAdZHyISHMP2N,sábado,"13:20:46,075","13:20:58,854","13:21:06,846","13:21:27,960",efectivo,
DeYzeaWu1a1b1vZI9vwZ,sábado,"13:34:44,146","13:34:59,045","13:35:05,298","13:35:08,196",efectivo,
3DudsJbOEibJZq3esEvj,sábado,"14:49:48,294","14:52:22,669","14:52:42,400","14:52:47,509",efectivo,
32hrMrZnJMqtCSAtS3Hp,sábado,"13:22:11,054","13:23:07,776","13:23:42,398","13:24:10,934",Tarjeta,
2zNL8PaWYfzkERNuCLGd,sábado,"12:51:41,290","12:52:13,559","12:52:37,930","12:52:42,416",efectivo,
DnOgM7hWvFMhcZDCKFoi,sábado,"13:32:53,880","13:33:55,332","13:34:05,622","13:34:18,460",efectivo,La cajera se demoró por estar en cocina
sYaTmLyKvTvxJaOvixqj,sábado,"14:16:32,836","14:17:11,321","14:17:25,368","14:17:52,337",efectivo,
BQS8MRQfmfchDRpeIiG5,sábado,"14:08:58,842","14:09:46,771","14:10:06,167","14:10:17,358",efectivo,
BJQqwgpwEMJvsyZ2ynt6,sábado,"12:11:24,164","12:11:30,487","12:12:15,860","12:12:16,817",Tarjeta,
2Xlgz810hYTS4RYrQo4n,sábado,"13:10:44,363","13:13:38,722","13:13:50,937","13:13:54,606",Tarjeta,
veddK4v3T6nJwgbNl9p9,sábado,"13:34:30,375","13:34:41,426","13:34:51,172","13:34:52,923",Tarjeta,
72jBwfqC1YDXnhnJX3V4,sábado,"13:59:14,941","13:59:28,498","13:59:57,959","14:00:56,177",efectivo,Cajera en cocina
7AmlajTaQZZVU3Culasu,sábado,"14:21:02,944","14:21:07,563","14:21:12,903","14:21:37,250",efectivo,La señora se coló 
6PQM22NKP8xekpo2GebQ,sábado,"14:02:06,738","14:03:32,180","14:03:45,183","14:04:04,902",Tarjeta,
wPLodKCSODgpm5yxFG6j,sábado,"12:00:45,041","12:00:52,563","12:01:26,995","12:01:46,349",efectivo,
wNZyB1HfXiXLQG6ZVdUw,sábado,"14:06:15,269","14:07:01,707","14:07:06,598","14:07:29,187",efectivo,
7WaJy4lx4BucuPJPAMwF,sábado,"14:46:28,234","14:48:31,129","14:48:47,639","14:48:52,992",efectivo,
7h1edOwqGScqqJRVUTIr,sábado,"13:29:27,942","13:29:29,639","13:29:39,716","13:30:13,021",efectivo,
7uvngesv7HPe6KLSsqs6,sábado,"15:00:12,953","15:06:57,046","15:07:05,630","15:07:25,542",efectivo,"Ya, aqui corto por hoy"
6DRRWSTJF288YyGuRj7l,sábado,"13:34:02,148","13:34:23,600","13:34:33,690","13:34:37,396",efectivo,
wy9CQctV9t4NVzJcqBtA,sábado,"14:01:06,669","14:01:18,176","14:01:24,569","14:02:06,830",Tarjeta,
57eZHUidYZW3cdsxrvD5,sábado,"13:34:48,392","13:40:21,289","13:40:30,761","13:41:28,637",efectivo,Se pusieron a contar monedas
8CPClS3eSedMddKmW7Vk,sábado,"11:34:20,385","11:34:28,408","11:34:41,407","11:35:03,161",Tarjeta,
8XG94MZh7Wn7OnE2H1iB,sábado,"14:28:32,143","14:29:00,196","14:29:24,789","14:29:31,362",efectivo,
vfzlKn5N5TaSYh831SxS,sábado,"14:53:40,308","14:55:18,679","14:55:35,691","14:55:46,094",efectivo,"No se a donde se fur la cajera, la cola no avanza por un rato, parece que se habia quedado sin sencillo"
8gHzlD3weqndgC5ZtspW,sábado,"13:32:08,027","13:34:54,225","13:35:27,816","13:35:52,967",bono,La señora de caja estaba en cocina 
AkbN09pxuoVLQoT9IiPY,sábado,"13:28:01,686","13:29:50,549","13:29:56,920","13:30:47,943",Tarjeta,
x3Ir4fo7NvkOoQDa3BXb,sábado,"13:40:03,667","13:40:21,421","13:40:42,698","13:41:00,363",efectivo,Cajera estaba en cocina
4WAqOpuUD2TBnlnuvr7K,sábado,"13:53:52,118","13:54:07,580","13:54:49,811","13:54:59,169",efectivo,
uLfk8JTj9ACQC01WkSNX,sábado,"13:51:53,042","13:57:44,210","13:58:30,357","13:59:24,526",efectivo,
9dBUqNCtNYwHjzusIyPo,sábado,"13:53:15,095","13:53:17,497","13:53:35,874","13:54:02,297",efectivo,
u2hJOhJoVnt3x0VlaeBc,sábado,"12:42:04,150","12:44:14,073","12:44:25,471","12:44:50,662",efectivo,
xOyjjzoH8QzK47RXlH46,sábado,"14:45:29,472","14:46:25,423","14:46:30,860","14:47:42,098",efectivo,La cajera fue a buscar una bomba para el niño
9qpu6Pxi2GeIFBZt0lhj,sábado,"12:27:14,007","12:27:15,735","12:27:23,797","12:27:46,785",efectivo,
tr4QWAXnZU56omRx42ON,sábado,"12:19:06,686","12:19:08,947","12:19:17,904","12:19:37,275",Tarjeta,
A9y1R1hpSf2wuJ8RnvnS,sábado,"14:07:03,649","14:08:17,310","14:08:51,747","14:08:55,753",efectivo,
ADayTdowpmDsEhx99K3N,sábado,"13:14:11,209","13:15:02,797","13:15:22,517","13:16:39,020",efectivo,Cajera tuvo que buscar vueltas 
ANRTn0JptCkkgJG6Vv68,sábado,"13:34:20,439","13:38:58,145","13:39:06,718","13:39:24,365",efectivo,
tnakYs96BJv7EMPN5b3f,sábado,"12:13:53,823","12:14:25,955","12:14:30,357","12:14:46,220",efectivo,
ASPl0jMPrtwlsUVbmoRe,sábado,"13:18:34,557","13:20:40,547","13:20:52,508","13:20:57,860",efectivo,
AShHEfYRd0UEvKSJQfo5,sábado,"13:34:51,173","13:41:34,195","13:42:04,313","13:42:12,574",efectivo,
DzGAnG5inLYHoJguWXfX,sábado,"13:45:33,841","13:46:22,115","13:46:42,372","13:47:56,196",efectivo,"La cajera estaba en cocina, se pusieron a buscar monedas "
sepSl2f1RTfseB1WGFec,sábado,"12:56:43,428","12:56:47,510","12:57:25,871","12:57:35,290",efectivo,Ya estaban comiendo helado y vinieron por más helado D:
sVt7U3gOVorYSa4bc8RN,sábado,"13:37:25,082","13:37:25,913","13:37:47,264","13:38:35,063",Tarjeta,
1s3SH0MpaKWET8nMgcS2,sábado,"13:13:06,632","13:13:56,933","13:14:04,687","13:14:33,915",Tarjeta,
rM2wRAIzZfKZ6aCYK1gN,sábado,"13:01:58,364","13:07:08,672","13:08:13,742","13:08:35,687",Tarjeta,Pedido de 7 personas
1qo668xGA89UB1LM9FF8,sábado,"12:06:47,407","12:09:29,103","12:09:35,340","12:10:08,984",efectivo,Se demoró porque la cajera estaba apoyando en cocina 
G0wbH2TBWiolZX4xJkZa,sábado,"12:49:53,208","12:51:45,271","12:51:48,290","12:51:53,426",Tarjeta,
ENm4uOqmbZXHDN37mAVS,sábado,"14:25:54,983","14:27:23,902","14:27:41,294","14:27:59,626",Tarjeta,
GbSvodf9bJI5Iii7PKxj,sábado,"13:21:41,771","13:22:54,712","13:23:17,829","13:23:32,661",Tarjeta,
GfsrPv5QloxBft8T9f2z,sábado,"14:24:05,607","14:24:08,000","14:24:27,402","14:24:42,849",efectivo,
1T0J0uXVXiHy1cJP4cyJ,sábado,"14:14:04,598","14:14:30,036","14:14:41,145","14:14:51,158",efectivo,Cajera en cocina
GhZpwvNtJWDRYFpNHcIV,sábado,"13:23:52,427","13:23:57,595","13:24:09,724","13:24:23,150",efectivo,
H0aiiQKC6uRXUS7sxewO,sábado,"13:20:44,852","13:21:53,537","13:22:34,771","13:23:02,725",efectivo,
1Hyc9te0Sg2HgWNeFaqk,sábado,"13:54:18,941","14:00:26,595","14:00:50,192","14:01:28,450",efectivo,
HDZOLOliYVfihJ1ueFhJ,sábado,"12:19:10,633","12:19:15,637","12:19:22,710","12:19:35,329",Tarjeta,
z5ZcGoZszA8zZ7kAJWse,sábado,"14:22:43,725","14:24:13,010","14:24:27,185","14:24:38,627",efectivo,
HkYBb1IMKK1Ew2fTcUIO,sábado,"14:14:20,399","14:14:22,294","14:14:34,013","14:14:41,653",efectivo,
19aHprh87YTWRljmm6n3,sábado,"14:25:56,450","14:28:02,160","14:28:13,971","14:28:30,330",Tarjeta,
qeYEUzJHtP8CszoILSiI,sábado,"14:19:50,448","14:21:45,679","14:21:56,522","14:22:04,525",efectivo,
zBh0KpkJK4kNDp7TXP0b,sábado,"11:59:25,989","11:59:44,715","12:00:01,950","12:00:18,968",Tarjeta,
0m3ne6XhAutI2ofa54gb,sábado,"13:33:38,905","13:36:46,819","13:37:10,985","13:37:30,735",Tarjeta,
HrzK0W8CsOm4crUcjWia,sábado,"12:05:59,851","12:06:02,480","12:06:25,078","12:06:42,943",Tarjeta,
I0aTKFsx7qxjPRymooJ0,sábado,"13:54:20,328","13:55:10,032","13:55:50,326","13:55:56,827",Tarjeta,
I6pV2VT588P4exiHQXId,sábado,"13:17:05,334","13:19:32,685","13:19:41,272","13:19:52,681",Tarjeta,La cajera se demoró por estar en cocina 
IBqENdIHFGvoKIoeUdE1,sábado,"12:49:04,591","12:52:32,471","12:52:53,697","12:53:40,223",Tarjeta,Tres en cocina
qKwv7hBpEy5UuxRVYrod,sábado,"11:50:25,605","11:50:47,695","11:51:10,761","11:51:32,418",efectivo,Segundo sabado
zJezqyB9bgP4Osix7nfZ,sábado,"12:40:23,650","12:41:41,565","12:41:57,791","12:42:12,952",Tarjeta,
zL0wggXkCjO0jjqFYNS3,sábado,"14:05:48,085","14:06:09,595","14:06:37,489","14:06:56,212",efectivo,
IaJtEWv0Qf3cquyPcbF3,sábado,"12:52:27,790","12:53:31,353","12:53:40,660","12:54:04,493",efectivo,
04TaWTyYlwHFb1W50Hiq,sábado,"14:36:34,923","14:37:40,323","14:37:44,665","14:38:01,070",efectivo,
IhhFN49F4cV8520wlXvY,sábado,"13:05:34,865","13:10:22,516","13:10:38,510","13:10:51,953",Tarjeta,
rNot0R9pDHKy3CaRajse,sábado,"12:06:27,124","12:08:59,281","12:09:02,299","12:09:04,482",efectivo,Se demoró la atención porque la de caja estaba apoyando en cocina 
ycPLnKUePtMQCdITrIIO,sábado,"12:14:44,612","12:15:13,197","12:15:29,723","12:16:10,692",efectivo,Una bebé estaba llorando porque no quería hacer fila kajajaja
FoRG91Z36s3ijM0hLH9L,sábado,"13:40:35,890","13:41:03,448","13:41:14,689","13:41:25,816",efectivo,
s3VhWCx2ckQiiPXWkiO6,sábado,"12:42:37,930","12:42:40,414","12:42:48,645","12:42:50,579",efectivo,
EO6cg56iXyGRlZBLbKb5,sábado,"14:27:19,767","14:27:34,075","14:27:56,607","14:28:09,155",Tarjeta,
EQ8Gb5R8ZMyTF1BnJY8o,sábado,"12:08:30,945","12:10:12,430","12:10:46,398","12:10:49,376",Tarjeta,
2WYvugSFHc1WWdZ02uHe,sábado,"14:24:15,974","14:24:43,797","14:25:47,469","14:26:04,740",Tarjeta,Se quedaron hablando 
ESq6Z0gDeLt9mpX6OWsp,sábado,"12:47:08,598","12:47:22,844","12:47:26,058","12:47:45,113",efectivo,
EaGMC7pF3ZYVfGYpqskE,sábado,"14:20:13,717","14:20:33,942","14:21:17,201","14:23:08,262",Tarjeta,
EaNCykVQWn692KrTUpML,sábado,"14:08:16,084","14:09:20,322","14:09:48,022","14:10:06,727",Tarjeta,
rtDhoq3GgkQlKJomymRb,sábado,"14:17:31,782","14:17:39,051","14:17:49,718","14:17:58,201",Tarjeta,
2P8KRRtvD4G6SuTlAvv6,sábado,"12:50:55,200","12:51:54,911","12:52:07,387","12:52:10,774",efectivo,
FGjJ31YtZ342frFpQF1q,sábado,"13:44:09,243","13:47:24,120","13:47:35,094","13:49:08,804",Tarjeta,Tocó insertar la tarjeta porque no pasó por NFC y se volvió a dañar el datáfono 
y8YCj8unEvHBNAGkAazB,sábado,"14:14:38,242","14:16:22,877","14:16:31,519","14:17:06,650",Tarjeta,
FIb2ALXUMUTrsdwqbs9y,sábado,"14:26:05,001","14:26:31,373","14:26:55,522","14:27:25,345",Tarjeta,
FNSG526n3f3gUEP81nNW,sábado,"12:19:31,263","12:19:38,637","12:19:57,336","12:20:11,659",efectivo,
EjhJJ5dwXp7GyaIwKUvJ,sábado,"12:38:11,572","12:38:40,539","12:39:44,908","12:40:21,291",Tarjeta,
wq0nFaygSplOEJuq2hA3,sábado,"14:27:35,026","14:28:33,361","14:28:38,709","14:28:53,578",efectivo,
FQKTudGRtKePgfNgeA9b,sábado,"13:34:35,464","13:39:25,963","13:39:46,448","13:40:17,547",bono,
yUKroARjMPOo9Ow2G2j2,sábado,"15:00:12,138","15:06:25,315","15:06:39,017","15:06:50,692",efectivo,
FhHL47R2mBEAECl27FDS,sábado,"14:29:36,134","14:30:52,259","14:31:52,078","14:32:12,355",Tarjeta,
ryjysLBDEcowhF4MVFTI,sábado,"13:03:23,365","13:03:52,314","13:04:02,505","13:04:38,617",efectivo,
zH5qXj9ZUOgYdA0hpFLT,domingo,"14:47:29,420","14:55:40,006","14:56:02,651","14:57:10,503",efectivo,
y0uFwNHESwhVSWHRGx6n,domingo,"14:24:14,998","14:30:57,475","14:31:15,575","14:31:35,321",Tarjeta,
gYInOxIOE7s1VciAAT7U,domingo,"12:46:32,442","12:48:13,333","12:48:25,153","12:49:30,743",digital,Está no tenía plata igual se toma 
zDdDb5fHzdd7AyuFzhDA,domingo,"13:36:07,781","13:38:28,111","13:38:50,933","13:39:26,635",efectivo,
wtgjMi4swUQqU7SOongK,domingo,"14:16:33,756","14:19:33,708","14:20:13,683","14:22:19,098",efectivo,"Fallo datafono, paso a efectivo "
fNvLGmyQ1FPmSYxJWgx7,domingo,"13:42:47,775","13:42:58,891","13:43:06,403","13:43:14,039",efectivo,
xwr5oiJVhFc5HCSrEC9S,domingo,"13:13:56,113","13:15:28,339","13:15:32,708","13:15:51,383",efectivo,
wfx46iPxmeDmp56X9zYg,domingo,"14:37:46,392","14:42:36,184","14:42:55,144","14:43:21,520",Tarjeta,Se fue el que le seguia
zCEuSsQzu5I7T4OHeram,domingo,"12:56:16,197","12:56:22,465","12:56:25,107","12:56:40,281",efectivo,
h32twg6t01n4yplcosAm,domingo,"12:33:13,626","12:34:22,513","12:35:09,662","12:35:28,670",efectivo,
gn5mLwIuPUWA7EoZrQOc,domingo,"14:09:56,707","14:11:45,395","14:12:19,997","14:12:56,602",Tarjeta,
giRncRax62eSjHPaCZyM,domingo,"13:52:15,859","13:55:48,627","13:55:57,787","13:56:10,210",efectivo,
f4uq4hQeXXDem76qd2pn,domingo,"14:30:14,541","14:37:01,184","14:38:10,128","14:38:14,644",Tarjeta,
fto70APgkTQTtTrt4zfl,domingo,"14:01:57,998","14:05:30,427","14:05:46,154","14:06:05,544",efectivo,
fksOhzF1a4kF3n6ZpzwY,domingo,"12:59:05,840","12:59:51,682","12:59:57,308","13:00:13,290",Tarjeta,
xY207pe3c0xJlGdV3CZ5,domingo,"14:55:10,636","15:01:26,374","15:01:56,015","15:02:29,292",Tarjeta,Fallo datafono
hSHLRmiDwi9dvHN9iMlU,domingo,"13:01:51,292","13:03:11,102","13:03:24,935","13:04:01,282",efectivo,
h5MNS9zjysWrsSBZUAoH,domingo,"14:41:11,070","14:46:48,833","14:47:05,612","14:47:19,499",Tarjeta,
x7mwXY7FzJ62YEAx098e,domingo,"14:52:31,447","15:01:03,391","15:01:21,476","15:02:01,805",efectivo,
foo3ozUDgAxCbdwLvjK7,domingo,"14:55:25,276","15:03:04,910","15:03:39,175","15:04:50,962",Tarjeta,Falla datafono
z7fGIrDNFtyUnRR5kH4a,domingo,"14:39:19,560","14:45:23,595","14:46:20,017","14:46:41,098",efectivo,
xIflCGtBc391SZgGqevm,domingo,"14:03:43,533","14:06:00,824","14:06:08,545","14:07:21,873",Tarjeta,
xMMsJqafVwjGveJiMacY,domingo,"12:27:56,609","12:28:22,168","12:28:57,504","12:29:20,611",efectivo,
xYyRV0HtQGNXkwUmNk94,domingo,"13:50:18,529","13:59:19,475","13:59:54,097","14:00:11,712",efectivo,Dejo pasar gente
fn5LWxXpreb2IHrIHJaM,domingo,"14:07:15,584","14:09:13,670","14:09:31,235","14:09:43,230",efectivo,
y1XIUtKbCegyYUps8k9D,domingo,"11:45:14,654","11:52:09,798","11:52:10,628","11:52:11,849",efectivo,"Cajera esta en cocina. Se fueron, se abuerrieron de esperar"
yhLetVIPnVXlsDXSY1nx,domingo,"14:12:52,915","14:14:15,381","14:14:23,728","14:14:37,023",efectivo,
y6Ie69rdmXT7Ne3xw0mf,domingo,"13:06:47,339","13:13:01,251","13:13:15,372","13:13:20,677",Tarjeta,
yETXVslABlxiJCeubW1x,domingo,"13:47:04,722","13:49:23,680","13:50:37,306","13:50:59,471",Tarjeta,
h9p3vbmjNYckH7EvcLyk,domingo,"13:12:06,717","13:17:25,558","13:17:54,169","13:17:59,991",efectivo,
fPE0Bi5yFDW7lReB94Ut,domingo,"14:22:05,534","14:23:17,259","14:23:25,086","14:23:34,249",efectivo,
pqFzh0rUauAPbgz7XfIz,domingo,"12:09:00,558","12:09:55,521","12:10:21,306","12:10:37,620",Tarjeta,
wdSdsNjrO5kaul3mQveC,domingo,"14:14:54,989","14:15:27,115","14:15:35,548","14:15:43,520",Tarjeta,
qohFK2g2jxECotHRHkZ1,domingo,"11:40:45,243","11:41:09,863","11:41:37,239","11:41:50,763",Tarjeta,
sFxbhXxCF7wEhRsheBCG,domingo,"14:08:20,540","14:10:13,356","14:10:28,145","14:10:54,219",Tarjeta,
mJrvzQVheoWHKdIGug1R,domingo,"14:51:19,901","14:59:27,056","14:59:35,147","14:59:46,604",efectivo,
mKq1ZTwFpOyOWki7sOcD,domingo,"13:26:01,287","13:27:21,306","13:27:46,446","13:28:06,875",efectivo,
mQ2z7B7ofVDWMlazwRIx,domingo,"12:18:19,556","12:19:14,514","12:19:40,405","12:19:57,703",efectivo,
s1PVogQjALhbIPWyasZx,domingo,"14:34:45,274","14:41:04,926","14:41:15,568","14:41:30,008",efectivo,
n9ZnJcinzN7pJSkDf89c,domingo,"12:49:06,330","12:53:29,344","12:53:47,142","12:54:13,894",Tarjeta,
nOuRFDxSrPO1bzHm5bOY,domingo,"14:09:48,479","14:10:05,713","14:10:34,081","14:11:15,579",efectivo,
naLeL5An3SE4ng6kQTyF,domingo,"13:53:23,364","14:00:48,308","14:01:17,798","14:01:20,421",efectivo,
rLAGu93XKfxiEauTSstO,domingo,"13:03:40,233","13:06:29,076","13:06:53,529","13:07:13,208",Tarjeta,
rL3Bkl4SNBH1WORr2LY1,domingo,"13:17:20,589","13:17:51,456","13:17:55,824","13:18:18,874",efectivo,
rIAFV27GyTnVEy1zHoLO,domingo,"14:51:59,293","15:00:20,603","15:00:31,559","15:00:52,506",efectivo,
nzcXNpPIRbBmUzmC0mZJ,domingo,"13:46:39,357","13:48:39,637","13:49:06,187","13:49:14,135",efectivo,
r28Cy2hweoFlSWHF5fw4,domingo,"14:21:08,521","14:24:51,119","14:25:01,656","14:26:26,956",Tarjeta,
qli5ed89IbGd6PVA5W8R,domingo,"14:38:14,400","14:43:23,057","14:43:53,482","14:44:15,699",Tarjeta,
m9j4bieKPMaEJ3WHi0Me,domingo,"14:46:42,635","14:53:41,199","14:53:58,532","14:55:37,152",digital,"Volvio jefa, hay 4 en cocina y una en caja"
ocdiXWF1W5twrDXWKUWc,domingo,"12:41:06,896","12:41:11,314","12:41:44,096","12:42:04,154",efectivo,
oiCByUTjZgMA7H1NkLXi,domingo,"13:01:08,196","13:01:24,023","13:01:46,466","13:02:07,207",efectivo,
qWw8teTZ29k8GjeRZYME,domingo,"14:22:19,183","14:27:48,427","14:27:56,438","14:28:10,732",Tarjeta,
oiuNl4Xfez8twUcn1A2J,domingo,"14:12:56,708","14:15:49,210","14:15:54,981","14:16:16,591",efectivo,
onqQF6YGYRD8TIl5McR2,domingo,"13:14:23,461","13:15:56,082","13:16:08,868","13:16:25,255",Tarjeta,
oxdDbIutLd0TfIPg9a9X,domingo,"13:46:00,107","13:47:14,765","13:47:24,228","13:50:56,747",Tarjeta,Datafono fallando
p9kZ1rlFOC4lRS8EXGBd,domingo,"12:40:01,089","12:40:02,269","12:40:21,376","12:40:33,446",efectivo,
qPxGpzR7mGHnWZ4KLJ0T,domingo,"14:05:17,860","14:06:07,246","14:06:46,151","14:07:03,983",efectivo,
pLpNZ4uWLHYNsicRzl57,domingo,"12:57:16,759","13:00:25,344","13:00:54,104","13:01:20,727",efectivo,
qEL6HFXmKwFXCIcRVinI,domingo,"14:21:51,348","14:22:20,606","14:22:52,853","14:23:13,277",efectivo,
q6NH6kipKOlnG9dPq2Im,domingo,"14:41:46,865","14:47:19,086","14:47:41,581","14:47:55,572",efectivo,
pr5fJyWRrnxp7JgrZZnY,domingo,"13:05:02,104","13:11:20,531","13:11:23,483","13:11:44,980",efectivo,
sOALknG9Fzphpq0C4oen,domingo,"13:06:47,504","13:13:37,355","13:14:10,920","13:15:49,783",Tarjeta,Fallo datafono
m4ECGbivMTkviIJrBjxV,domingo,"14:49:16,126","14:57:30,185","14:57:42,240","14:58:03,569",efectivo,
wYzWaDvYAJzEm87ARPgY,domingo,"11:50:19,556","11:51:02,636","11:51:47,779","11:52:08,531",efectivo,
tcHoF81O9a090lH0OSvm,domingo,"14:55:19,884","15:02:30,869","15:02:44,665","15:03:03,359",Tarjeta,
hTeYRdQwqqhuQNiXmjNg,domingo,"13:30:44,165","13:33:34,042","13:33:59,639","13:34:21,382",Tarjeta,
hqzr3V9JQnStCGe6DrXj,domingo,"13:43:51,630","13:45:32,027","13:45:43,265","13:46:14,375",Tarjeta,
vo00Qi5i0Ga0YQ6MwD88,domingo,"13:46:06,987","13:50:58,914","13:51:21,270","13:51:34,623",efectivo,
vmhwfZQnT3kgrPJPsC7L,domingo,"13:10:40,791","13:16:37,314","13:16:43,969","13:17:04,057",efectivo,
hw79ZxfuAOTPNMndFzen,domingo,"13:37:24,046","13:37:27,867","13:37:46,014","13:37:53,970",efectivo,
vCRDno3o3uVnPgLXdIxA,domingo,"13:04:56,233","13:08:29,626","13:08:42,499","13:13:02,921",Tarjeta,Fallo datafono
uijq6ANOfHCsdyMQU7z7,domingo,"14:42:10,761","14:49:20,876","14:50:05,064","14:50:30,066",efectivo,
iW3rWe9QKgeOIkiV20Dg,domingo,"13:46:56,663","13:52:21,784","13:52:33,180","13:52:57,050",efectivo,
uWNgnY8Yclp7Eyd484YE,domingo,"14:51:51,026","14:59:50,494","15:00:02,826","15:00:09,744",efectivo,
uIpEy7SQnCUjibQZNG3u,domingo,"14:13:48,784","14:18:21,311","14:18:30,069","14:19:05,205",efectivo,
iotpJmFvk9uRsyPfwmp6,domingo,"13:12:42,081","13:15:00,773","13:15:08,282","13:15:21,112",efectivo,
ipz5njJboVDMvakhQoJB,domingo,"11:33:13,580","11:36:33,368","11:36:39,583","11:36:49,271",Tarjeta,Se coló a la anterior por la confusión en la fila
j3jessTow1t8IquCFk0x,domingo,"12:10:49,788","12:11:10,867","12:12:45,051","12:12:59,482",efectivo,
jbCdVL0eUpAraVHdqYnM,domingo,"11:54:26,253","11:55:40,913","11:55:54,917","11:56:57,156",efectivo,
llYIofjVVQK3a9A02e0A,domingo,"14:48:04,169","14:57:01,593","14:57:30,192","14:57:37,417",Tarjeta,
tN6C4WpzkkeovEabwwEM,domingo,"13:57:59,147","14:03:01,814","14:03:22,965","14:03:34,086",efectivo,
jszGRWHxiHBL2t0gUmVo,domingo,"13:30:57,515","13:34:23,348","13:34:30,933","13:34:57,822",efectivo,
juL9mEiOovWXpR0LFNTm,domingo,"13:20:43,188","13:23:47,958","13:24:17,555","13:24:57,631",efectivo,
tJ0VgEJAhoxGJQaJT5xM,domingo,"14:50:00,221","14:59:02,188","14:59:18,830","14:59:21,919",efectivo,
tCBHbihZN6AMBeWqAwzg,domingo,"11:33:03,190","11:36:50,952","11:36:58,092","11:37:09,108",Tarjeta,La cajera esta en cocina
ksdfQgybGNZ1yTRJNd2G,domingo,"13:03:33,822","13:03:35,070","13:03:50,682","13:04:07,323",Tarjeta,
l4bLuYhDYSrVxFAL1WHY,domingo,"13:11:59,444","13:17:10,925","13:17:16,380","13:17:22,924",Tarjeta,
sfDi2byj3gN9RfVJYNaC,domingo,"14:18:14,540","14:19:24,476","14:19:34,251","14:19:54,926",efectivo,
lDVSxHmhy1IZ9uNEATJy,domingo,"12:01:46,338","12:02:32,365","12:03:02,614","12:03:48,438",efectivo,
lJ4FEZgIBsvrw2D61pFp,domingo,"14:15:31,142","14:17:24,356","14:17:29,196","14:17:42,312",efectivo,
lRC2NJXs84RVFZgSv3F2,domingo,"14:59:32,317","15:08:31,510","15:08:41,968","15:09:10,209",efectivo,
